recipe_id,title,category,calories,url,ingredients
448,櫛瓜味噌湯,日式,0,https://icook.tw/recipes/457595,"{'板豆腐': '200g', '櫛瓜': '240g', '海帶芽': '6g', '青蔥': '1支/30g', '味噌': '1½大匙/45g', '鰹魚露': '2茶匙/8g', '飛魚露': '2茶匙/8g', '味醂': '1茶匙/6g', '清水': '600ml'}"
449,蒸雞蛋羹,中式,0,https://icook.tw/recipes/408099,"{'大號雞蛋': '1顆', '鹽': '1/8小勺', '溫水': '90g（見tips）', '蔥花、醬油、芝麻油': '隨喜'}"
450,檸檬芭樂,中式,0,https://icook.tw/recipes/28668,"{'芭樂(中)': '2顆', '檸檬': '1又1/2顆', '鹽': '1/2茶匙'}"
451,蛋湯龍鬚菜,中式,404,https://icook.tw/recipes/457034,"{'雞蛋': '4顆', '龍鬚菜': '200克', '蒜末': '20克', '辣椒': '20克', '鹽巴': '2小匙', '胡椒粉': '1小匙', '米酒': '2大匙', '水': '3碗'}"
452,梅子燒雞翅,中式,0,https://icook.tw/recipes/457149,"{'二節雞翅': '500克', '國姓紫蘇梅': '10顆', '蔥': '2根', '辣椒': '0.5根', '蒜頭': '2瓣', '薑': '3片', '紫蘇梅': '5顆', '醬油': '0.5湯匙', '黑胡椒粉': '少許', '鹽(調整用)': '適量', '棕櫚糖或二砂(調整用)': '適量'}"
453,薑黃饅頭,中式,0,https://icook.tw/recipes/456011,"{'高筋麵粉': '350公克', '水': '150公克', '酵母': '5公克', '薑黃粉': '5公克', '沸水': '150公克', '糖': '50公克'}"
454,蕃茄鯖魚豆腐湯,中式,0,https://icook.tw/recipes/369610,"{'茄汁鯖魚罐頭': '1罐', '蕃茄': '3個', '洋蔥': '半顆', '豆腐': '1盒', '雞蛋': '2顆', '蔥花': '適量', '黑胡椒粉': '適量'}"
455,桑椹濃縮原汁&蜜餞,中式,0,https://icook.tw/recipes/154270,"{'新鮮桑椹': '適量', '冰糖': '與桑椹等量'}"
456,羊肉四季豆,中式,384,https://icook.tw/recipes/455927,"{'羊肉': '150克', '四季豆': '200克', '蒜頭末': '1大匙', '醬油': '適量', '白胡椒粉': '1小匙'}"
457,藍莓咖啡瑪芬,西式,0,https://icook.tw/recipes/456240,"{'鬆餅粉': '150克', '雞蛋': '1個', '細砂糖': '50克', '葡萄籽油': '50克', '咖啡牛奶': '50c.c.', '新鮮藍莓': '40~45克'}"
458,檸檬小蛋糕,西式,0,https://icook.tw/recipes/285149,"{'無鹽奶油': '80克', '鹽': '2克', '蛋': '2顆', '細砂糖': '35克', '低筋麵粉': '90克', '檸檬皮屑': '適量', '檸檬汁': '10克', '萊姆酒': '6克', '檸檬巧克力': '200克'}"
459,韓式拌飯,韓式,0,https://icook.tw/recipes/456002,"{'黃豆芽': '100公克', '紅蘿蔔': '100公克', '菠菜': '200公克', '鮮香菇': '150公克', '木耳': '100公克', '蒜頭': '6瓣', '蛋': '2個', '鹽（總量）': '約1小匙', '韓式芝麻油（總量）': '約2大匙', '韓式辣椒粉': '1/2小匙', '豬肉絲': '200公克', '米酒': '1小匙', '泡菜': '適量', '熟飯': '4碗份', '韓式辣醬': '1/2大匙', '醬油': '1/2大匙', '糖': '1小匙', '水': '1小匙'}"
460,廣式腸粉,中式,0,https://icook.tw/recipes/456222,"{'在來米粉': '125g', '太白粉': '10g', '清水': '15g', '豬絞肉': '100g', '雞粉': '5g', '胡椒鹽': '5g', '醬油': '10g', '水': '110cc', '糖': '5g', '蒜頭/蓉': '1顆(3g)', '醬油膏': '40g', '少量的太白粉水': '1粉:2水', '青蔥': '2根(切蔥花)'}"
461,芋頭瘦肉粥,中式,0,https://icook.tw/recipes/456247,"{'大甲芋頭': '1包', '豬肉絲': '1盒', '乾香菇': '5朵', '紅蘿蔔': '1小塊', '玉米筍': '半盒', '蝦皮': '20克', '芹菜': '1株', '鹽巴': '適量', '白胡椒粉': '適量', '蒜頭': '3瓣', '醬油': '1湯匙', '醬油膏': '1湯匙'}"
462,桂圓蛋糕,中式,0,https://icook.tw/recipes/454479,"{'椰奶(或其他植物奶)': '190g', '桂圓乾': '60g', '黃金版羅漢果糖/二砂': '40g', '楓糖漿': '2 Tbsp', '中筋麵粉': '80g', '杏仁粉': '40g', '泡打粉': '1/2 tsp', '小蘇打粉': '1/2 tsp', '鹽': '1/8 tsp', '核桃': '適量'}"
463,高麗菜麻油松阪豬,中式,1335,https://icook.tw/recipes/456074,"{'松阪豬': '200克', '高麗菜': '半顆', '枸杞（可有可無': '一點點', '蒜頭': '3顆', '麻油': '2大匙', '米酒': '2湯匙', '味醂': '1湯匙', '鹽巴味精': '一點點'}"
464,青江菜炒蝦仁,中式,0,https://icook.tw/recipes/456202,"{'青江菜': '250克', '蝦仁': '12隻', '蒜頭': '3瓣', '米酒': '1大匙', '鹽': '適量', '白胡椒粉': '適量', '烹大師': '1小匙'}"
465,岩餅,西式,0,https://icook.tw/recipes/453841,"{'中筋麵粉': '280克', '泡打粉': '8克', '植物油': '30克', '比薩起司': '40克', '水': '120克', '牛奶': '120克', '黃芥末醬': '2大匙 (可省略)', '鹽': '少許', '義士香料': '少許'}"
466,梅子醋,中式,0,https://icook.tw/recipes/75809,"{'青梅': '3斤', '高梁醋600ml': '3罐', '冰糖': '3斤'}"
467,番茄青蔬烘蛋,西式,0,https://icook.tw/recipes/455891,"{'雞蛋': '兩顆', '花椰菜切碎': '4-5小朵', '小番茄切片': '4-5顆', '乳酪片': '一片', '鹽(可不加）': '0.3g', '黑胡椒粒（隨喜）': '灑2下'}"
468,流心巴斯克蛋糕 4吋,西式,1236,https://icook.tw/recipes/455999,"{'低筋麵粉': '5克', '奶油乳酪': '200克', '鮮奶油': '85克', '雞蛋': '1顆', '蛋黃': '1顆', '白砂糖': '40克'}"
469,紅蘿蔔蛋糕｜優格奶油乳酪糖霜,西式,0,https://icook.tw/recipes/455776,"{'奶油乳酪': '90 g', '無糖優格': '65 g', '奶油': '40 g', '糖粉': '35 g', '核桃碎': '40 g', '低筋麵粉': '125 g', '黑糖': '80 g', '橄欖油': '70 g', '雞蛋': '2 顆', '紅蘿蔔': '180 g', '泡打粉': '2 小匙', '小蘇打粉': '1/2 小匙', '肉桂粉': '1/2 小匙', '鹽': '1/4 小匙'}"
470,宮保皮蛋,中式,0,https://icook.tw/recipes/284132,"{'皮蛋': '4個', '太白粉': '適量', '花椒粒': '3克', '乾辣椒': '6克', '大蒜': '2瓣', '醬油': '30克', '米酒': '15克', '鹽': '2克', '烏醋': '5克', '番茄醬': '6克', '糖': '5克', '熟花生粒': '適量', '水': '15克'}"
471,蒜苗炒鹹豬肉,中式,0,https://icook.tw/recipes/456075,"{'鹹豬肉': '1條', '蒜苗': '1支', '蒜瓣': '5瓣', '洋蔥': '1/2顆'}"
472,椒鹽雞肉拌生菜,中式,0,https://icook.tw/recipes/456898,"{'雞腿肉排': '250克', '生菜': '200克', '鹽巴': '1小匙', '黑胡椒': '1小匙', '米酒': '2大匙'}"
473,抹茶草莓紅豆千層,日式,0,https://icook.tw/recipes/456226,"{'全脂牛奶': '300克', '低筋麵粉': '100克', '抹茶': '9克', '砂糖': '35克', '鹽巴': '1克', '蛋': '3顆', '無鹽奶油': '20克', '鮮奶油': '打發', '紅豆泥': '自製', '草莓': '半盒'}"
474,雞胸味噌高麗菜,日式,0,https://icook.tw/recipes/327619,"{'雞胸肉': '2塊360g', '高麗菜': '400g', '米酒': '3大匙', '醬油': '1大匙', '太白粉': '1大匙', '糖': '0.5大匙', '白味噌': '1大匙', '胡椒、七味粉': '適量', '白芝麻': '1大匙'}"
475,草莓三明治（自製牛奶土司）,西式,0,https://icook.tw/recipes/455720,"{'12兩土司模型': '4個', '12兩土司模型蓋子': '4個', '高筋麵粉': '120克', '糖': '280克', '鹽': '8克', '酵母': '1克', '奶粉': '90克', '雞蛋': '1個', '奶油': '140克', '牛奶': '10克不能太多會黏', '水': '120克', '鮮奶油': '680克', '草莓': '2片土司總共5個'}"
476,炒牛肉,中式,0,https://icook.tw/recipes/456337,"{'牛肉片': '200克', '青椒': '1個', '洋蔥': '1個', '蕃茄': '1個', '蛋': '4個', '沙茶': '1小匙', '醬油': '2湯匙', '蒜片': '1大匙'}"
477,肉蛋堡,中式,0,https://icook.tw/recipes/455013,"{'中筋麵粉': '125g', '泡打粉': '2g', '酵母粉': '2g', '十三香': '2g', '鹽': '1g', '水': '一大匙', '雞蛋': '4顆', '絞肉': '100g', '蔥末': '一根', '祖傳密醬': '一大匙'}"
478,腰果泥,中式,568,https://icook.tw/recipes/449175,"{'生腰果': '100g', '水': '100g', '電鍋': '1台', '食物調理機': '1台'}"
479,芋圓＆地瓜圓,中式,158.5,https://icook.tw/recipes/262656,"{'太白粉': '適量', '芋頭': '100克', '地瓜粉': '45克', '水': '10克', '地瓜': '100克'}"
480,蔥爆五花肉,歐式,0,https://icook.tw/recipes/456349,"{'五花肉條': '2條', '蔥': '2根', '香菇素蠔油': '1/2匙', '米酒': '1匙', '糖': '適量', '醬油': '1/2匙'}"
481,白腰豆豬肉咖哩,歐式,0,https://icook.tw/recipes/456088,"{'洋蔥': '1個', '紅蔥頭': '2~3瓣', '去皮蕃茄罐頭': '1罐(400克)', '白腰豆罐頭': '1罐(400克)', '咖哩粉': '1大匙', '豬里肌': '600克', '低筋麵粉': '適量', '無鹽奶油': '適量'}"
482,山藥排骨湯,中式,0,https://icook.tw/recipes/456159,"{'山藥': '900克', '排骨': '550克', '紅蘿蔔': '1條', '薑片': '8片'}"
483,草莓雪Q餅,中式,0,https://icook.tw/recipes/457092,"{'棉花糖': '200克', '鮮乳薄餅': '120克(可增加)', '凍乾草莓': '35克(可增加)', '無鹽奶油': '40克', '煉乳': '20克', '奶粉': '60克'}"
484,涼拌銀耳,歐式,0,https://icook.tw/recipes/456309,"{'銀耳': '1朵', '黃瓜': '1條', '胡蘿蔔': '1根', '鹽': '1茶匙', '糯米醋': '3湯匙', '砂糖': '2湯匙', '香油': '1湯匙', '白芝麻粒': '1湯匙'}"
485,奶油蒜蝦,歐式,0,https://icook.tw/recipes/456297,"{'蝦子': '數隻', '蒜頭': '5瓣', '奶油': '1小塊'}"
486,花生捲冰淇淋,中式,0,https://icook.tw/recipes/434850,"{'中筋麵粉': '100 g', '水': '180 g', '鹽': '1/8 小匙', '自製冰淇淋': '300 g', '花生糖': '85 g'}"
487,紅豆腐乳燒肉排、蹄膀肉,歐式,0,https://icook.tw/recipes/456844,"{'豬肋排': '2包', '豬蹄膀帶皮肉': '1包', '紅豆腐乳': '4小磚', '蒜頭': '8瓣'}"
488,蝦仁炒蛋,中式,141.5,https://icook.tw/recipes/456260,"{'蝦仁': '10條', '蛋': '3顆', '青蔥': '兩根', '黑胡椒': '少許', '蒜鹽': '少許'}"
489,韓式櫛瓜煎餅,歐式,0,https://icook.tw/recipes/456823,"{'韓式櫛瓜': '2條', '中筋麵粉': '1/2杯', '雞蛋': '4顆', '白胡椒鹽': '1茶匙'}"
490,椰香豆沙糯米糍,西式,0,https://icook.tw/recipes/455789,"{'糯米粉': '120g', '玉米澱粉': '30g', '白糖': '50g', '椰奶或牛奶': '240ml', '椰子油或奶油': '28g', '紅豆沙餡': '200g', '椰蓉': '適量'}"
491,鼠麴草粿（草仔粿）,歐式,0,https://icook.tw/recipes/150486,"{'紅䓤頭': '6片', '豬絞肉': '110g', '香菇（泡軟切丁)': '30g', '蝦米（泡軟切半）': '15g', '蝦皮（泡軟）': '15g', '蘿蔔絲乾': '75g', '醬油': '1-1/2大匙', '米酒': '2大匙', '細砂糖': '55g', '白胡椒粉': '1/8t+', '新鮮鼠麴草': '70g', '水': '285g', '糯米粉': '320g', '在來米粉': '80g', '油': '少許', '麻油或香油': '少許'}"
492,蘿蔔絲春捲,中式,0,https://icook.tw/recipes/457220,"{'春捲皮': '5-6張', '白蘿蔔': '300克', '紅蘿蔔': '100克', '乾香菇泡軟': '100克', '雞胸肉': '150克', '醬油': '1大匙', '米酒': '1大匙', '胡椒粉': '1小匙', '玉米粉': '1大匙'}"
493,鮮蝦炒鍋燒麵,西式,0,https://icook.tw/recipes/455773,"{'白蝦': '7隻', '小白菜': '6顆', '雞蛋': '1顆', '洋蔥': '酌量', '鍋燒麵': '1人份', '紅蔥頭': '1顆', '紅辣椒': '少量', '清水': '200ml', '醬油': '酌量', '白胡椒粉': '少許', '鹽': '少許'}"
494,炒茄子,中式,0,https://icook.tw/recipes/456835,"{'茄子': '2條', '九層塔': '少許', '醬油': '1/2湯匙', '油': '1湯匙', '橄欖油': '1/2湯匙'}"
495,米粉磅蛋糕,中式,524,https://icook.tw/recipes/457150,"{'雞蛋': '2顆', '細砂糖': '50克', '牛奶': '50克', '食用油': '35克', '蓬萊米粉': '100克', '泡打粉': '3克'}"
496,馬鈴薯,西式,0,https://icook.tw/recipes/456670,"{'馬鈴薯': '400克', '無鹽奶油': '30克', '鹽巴': '1.5克', '裱花嘴': '1', '裱花袋': '1'}"
497,燙青菜,歐式,0,https://icook.tw/recipes/457081,"{'菠菜': '6棵', '蒜瓣': '3瓣', '鹽': '1/2小匙', '油': '2小匙'}"
498,洋蔥鮮魚湯,西式,161.5,https://icook.tw/recipes/456915,"{'洋蔥': '1顆', '吳郭魚': '1尾', '薑': '1小塊', '水': '4碗', '鹽巴': '1小匙'}"
499,黑糖糕,歐式,0,https://icook.tw/recipes/456889,"{'黑糖': '150 g', '水': '250 g', '低筋麵粉': '150 g', '在來米粉': '100 g', '泡打粉': '1 1/2小匙', '小蘇打粉': '1/2 小匙', '蜂蜜': '5 g', '橄欖油': '10 g'}"
500,糖醋嫩雞丁,中式,0,https://icook.tw/recipes/456212,"{'雞胸肉': '2片', '洋蔥': '1/2顆', '蒜頭': '3瓣', '蔥': '1支', '糖': '1小匙', '鹽': '1小匙', '清酒或米酒': '1大匙', '醬油': '1/2大匙', '太白粉': '1/2大匙', '番茄醬': '3大匙', '味醂': '3大匙', '白醋': '3大匙', '水': '100毫升'}"
501,沙拉蛋吐司,西式,0,https://icook.tw/recipes/457000,"{'生蛋': '3顆', '日式美乃滋': '適量', '奶油（煎麵包用）': '1小塊', '紅藜麥吐司': '2片'}"
502,氣炸地瓜球,中式,131.5,https://icook.tw/recipes/456759,"{'地瓜': '100克', '地瓜粉（木薯粉）': '30克', '台糖2號砂糖': '20克'}"
503,焗烤雞肉飯,西式,0,https://icook.tw/recipes/456881,"{'青椒': '1個', '紅甜椒': '1個', '玉米罐頭': '1罐', '牛奶': '2米杯', '雞里肌肉（全聯購入）250g': '1盒', '乳酪絲': '適量', '蒜瓣': '5瓣', '洋蔥': '1/2個', '白米': '2米杯', '內鍋水': '1.6米杯', '外鍋水': '1.6米杯', '食用油': '少許', '粗黑胡椒粒': '適量', '鹽': '1匙', '白胡椒粉': '適量'}"
504,伯爵紅茶蛋糕,西式,0,https://icook.tw/recipes/455771,"{'鬆餅粉': '150克', '雞蛋': '1個', '細砂糖': '50克', '葡萄籽油': '50克', '伯爵紅茶粉': '1克', '牛奶': '50c.c.'}"
505,味噌奶油魷魚圈,日式,0,https://icook.tw/recipes/451878,"{'魷魚圈（透抽、小捲、花枝均可）': '200克', '味噌': '1匙', '奶油': '1小塊', '辣椒': '1條', '蒜頭': '2-3粒', '醬油': '2匙', '味醂': '1匙'}"
506,皮蛋拌麵,中式,0,https://icook.tw/recipes/456700,"{'低碳麵條': '1束', '皮蛋': '1顆', '自製蔥油醬': '1大匙', '干貝XO醬': '25克', '醬油': '5克', '香油': '適量'}"
507,萌萌噠可可牛奶球,西式,0,https://icook.tw/recipes/456879,"{'玉米澱粉': '100克', '砂糖': '30克', '鹽巴': '1/8茶匙', '牛奶': '200毫升', '香草精': '1/4茶匙', '無鹽奶油': '20克', '可可粉（灑表面）': '4克', '薄荷葉': '表面裝飾'}"
508,手作潤餅皮,中式,722,https://icook.tw/recipes/457297,"{'高筋或中筋麵粉': '200克', '水': '300克', '鹽': '1小匙'}"
509,黑胡椒豬柳條,中式,0,https://icook.tw/recipes/454988,"{'里肌肉': '100元', '黑胡椒醬': '1大匙', '洋蔥': '半顆', '蒜末': '瓣', '蔥': '1根'}"
510,馬鈴薯沙拉,西式,0,https://icook.tw/recipes/455172,"{'黃心馬鈴薯': '1個（220g）', '水煮蛋': '1顆', '蝦仁': '8個（50g）', '蘋果': '1/4個（60g）', '黃瓜（或西芹）': '半根(100g)', '甜玉米粒': '25g', '橄欖油': '適量', '鹽': '適量', '黑胡椒': '適量'}"
511,茄汁肉醬義大利麵佐牛排海鮮,歐式,0,https://icook.tw/recipes/457133,"{'義大利麵': '2把', '洋蔥': '適量', '蒜頭': '5小瓣', '小番茄': '10顆', '好市多漢堡肉': '1片', '蝦': '隨意', '肉': '隨意', '羅勒葉九層塔': '隨意', '鹽巴': '隨意', '百里香': '隨便', '巴西里': '有就加', '特級初榨橄欖油': '精準20ml', '番茄泥': '1罐'}"
512,土式蕁蔴葉湯,歐式,0,https://icook.tw/recipes/456974,"{'乾蕁蔴葉': '1小碗', '小型洋蔥': '1個', '小型馬鈴薯': '1個', '小型番茄': '1個', '綠扁豆': '快1米杯', '麥子': '1/3米杯', '橄欖油': '1/4米杯', '鹽，黑胡椒，辣椒粉': '適量', '水': '適量', '雞高湯': '1杯'}"
513,橙香瑪德蓮,歐式,207.25,https://icook.tw/recipes/457068,"{'雞蛋': '1顆', '砂糖': '40g', '柳橙汁': '30cc', '低筋麵粉': '60g', '泡打粉': '2g', '融化無鹽奶油': '50g'}"
514,自製春捲（潤餅）皮,中式,181,https://icook.tw/recipes/435981,"{'高筋麵粉': '200公克', '水': '300公克', '鹽': '1小匙'}"
515,紅油抄手,中式,0,https://icook.tw/recipes/248634,"{'蔥花': '10克', '紅油': '15克', '花椒粒': '7克', '醬油': '30克', '水': '20克', '香料共和國白胡椒': '1克', '香油': '30克', '蠔油': '7克', '烏醋': '7克', '豬絞肉（肥瘦比5：5）': '250克', '細白芝麻粉': '50克', '香料共和國黑胡椒粉': '3克', '薑末': '3克', '鹽巴': '2克', '雞粉': '3克', '油蔥酥': '15克', '餛飩皮': '30張'}"
516,瓜仔肉,中式,0,https://icook.tw/recipes/456783,"{'愛之味脆瓜': '1瓶', '豬絞肉': '1台斤', '白胡椒': '1小匙', '醬油': '2小匙', '脆瓜醬汁': '3小匙', '鹽巴': '1小匙', '蒜末（依個人）': '2瓣'}"
517,晚香玉筍炒蝦仁,中式,0,https://icook.tw/recipes/406513,"{'晚香玉筍': '1把', '蒜片': '適量', '蝦仁': '8尾', '蟹膏油醬': '2T', '鹽巴': '一點點🤏🏻'}"
518,香菜雞胸肉餅便當,中式,0,https://icook.tw/recipes/252050,"{'雞胸肉': '350g', '板豆腐': '100g', '香菜': '3株', '雞蛋': '1顆', '鹽': '1/4匙再多一點點', '黑胡椒': '少許', '香油': '1/4小匙', '七味粉': '少許', '醬油膏': '2小匙'}"
519,不加一滴水紅燒肉,中式,0,https://icook.tw/recipes/184538,"{'五花肉': '2條', '蒜頭': '約半飯碗', '薑': '約拇指大小', '米酒': '1瓶半', '醬油': '1小飯碗', '冰糖': '2大匙'}"
520,蔥花大蒜麵包 / 快速早餐,西式,0,https://icook.tw/recipes/455872,"{'厚片吐司': '6片', '大蒜末': '2大匙', '青蔥': '4根', '雞蛋': '4顆', '奶油': '25克', '酪梨油': '1.5小匙', '鹽': '1小匙', '黑胡椒粒': '1小匙', '冷凍草莓': '15顆', '冷凍黑醋栗': '2.5大匙', '冷凍黑櫻桃': '15顆'}"
521,鮭魚蛋炒飯,中式,0,https://icook.tw/recipes/455080,"{'青蔥': '1支', '雞蛋': '6顆', '鮭魚菲力（全聯購入）': '1片', '洋蔥': '1/2顆', '白米': '2米杯', '內鍋水': '1.6米杯', '外鍋水': '1.6米杯', '醬油': '3大匙', '鹽': '1匙', '黑胡椒粒': '適量', '白胡椒粉': '適量', '清酒': '1匙（可省略）'}"
522,乾煎蔥蒜蝦仁,中式,43.25,https://icook.tw/recipes/455100,"{'蝦仁': '12隻', '洋蔥': '1/3', '蒜末': '3瓣', '蔥末': '1根', '白胡椒粉': '1小匙', '黑胡椒粉': '1小匙', '鹽': '1小匙'}"
523,方塊酥,中式,0,https://icook.tw/recipes/455183,"{'中筋麵粉': '80g', '綿白糖': '5g', '無鹽奶油': '20g', '水': '40g', '鹽': '1g', '沙拉油': '35g', '鹹蛋黃': '1個', '海苔粉': '1g', '黑芝麻': '20g', '白芝麻': '20g'}"
524,不專業韓式豆腐鍋,韓式,0,https://icook.tw/recipes/453734,"{'洋蔥絲': '1/4顆', '肉片': '10捲', '年糕條': '10條', '嫩豆腐': '1盒', '韓式辣椒醬': '1大匙', '蔥段': '1支', '鹽': '適量'}"
525,辣腐乳雞翅,中式,0,https://icook.tw/recipes/454933,"{'二節翅': '500克', '蔥': '1 根', '辣椒': '1 根', '辣椒粉': '1 大匙', '米酒': '1.5 大匙', '辣豆腐乳': '5～6塊', '腐乳醬': '1 大匙', '醬油': '0.5～1 茶匙', '水': '300 c.c'}"
526,超簡易蔥餅,中式,0,https://icook.tw/recipes/455387,"{'冷凍蔥油餅(室溫回軟)': '5片', '蔥': '100克', '香油': '1大匙', '鹽': '1小匙', '胡椒粉': '1小匙', '油': '適量'}"
527,焗烤蒜蓉蝦,西式,0,https://icook.tw/recipes/455209,"{'大白蝦（也可以換明蝦或其他蝦）': '12隻', '蒜頭': '50g', '粗黑胡椒粒': '少許', '鹽巴': '少許', '沙拉油': '2大匙', '焗烤絲': '50g'}"
528,涼拌豆干 / 家常小菜,中式,0,https://icook.tw/recipes/455298,"{'五香豆干': '15片', '香菜': '3株', '蒜瓣(小顆)': '4瓣', '辣椒': '1根', '金蘭無調味有機醬油': '1大匙', '白胡椒粉': '1/2小匙', '香油': '1/2小匙'}"
529,塔香西班牙紅椒起司貝果,西式,0,https://icook.tw/recipes/455315,"{'法國粉': '200g', '高筋麵粉': '100g', '全麥麵粉': '200g', '帕瑪森起司粉': '適量', '鹽': '3g', '優格乳清': '350g', '酵母': '3g', '乳酪丁': '適量', '九層塔': '不限', '起司片': '適量', '小蘇打': '3大匙', '西班牙紅辣椒粉': '適量', '乳酪絲': '適量'}"
530,巧克力軟餅乾,西式,687,https://icook.tw/recipes/263175,"{'黑糖': '90克', '無鹽奶油（融化）': '113克', '蛋': '1顆', '中筋麵粉': '180克', '蘇打粉': '7克', '鹽': '3克', '香草精': '5克', '巧克力豆': '150克'}"
531,玉米粒炒蛋,中式,0,https://icook.tw/recipes/455482,"{'雞蛋': '3 顆', '玉米': '1 支', '蔥末': '少許', '味霖': '1 茶匙', '鹽': '少許'}"
532,一顆番茄燒雞腿,中式,475,https://icook.tw/recipes/455498,"{'牛番茄': '1顆', '去骨雞腿': '2隻', '蔥': '1支', '洋蔥': '1/3顆', '番茄醬': '3大匙', '飲用水': '130毫升', '細砂糖': '5克'}"
533,焙茶戚風草莓夾心蛋糕,日式,0,https://icook.tw/recipes/455420,"{'蛋': '3個', '玄米油（或其它植物油）': '30公克', '牛奶': '40公克', '低筋麵粉': '50公克', '焙茶粉': '5公克', '三溫糖': '15公克', '草莓': '適量', '鮮奶油': '150公克'}"
534,抹茶奶酥捲迷你吐司,日式,2220,https://icook.tw/recipes/455158,"{'高筋麵粉': '250g', '鹽': '2g', '酵母粉': '3g', '奶粉': '70g', '牛奶': '150g', '全蛋': '38g', '砂糖': '20g', '奶油': '45g', '抹茶粉': '5g'}"
535,肉鬆,中式,0,https://icook.tw/recipes/455392,"{'豬里脊': '500g', '桂皮': '半片', '蔥白': '1根', '生薑': '3片', '紹興酒': '12g', '植物油': '20g', '芝麻油': '5g', '淡色醬油': '16g', '美極鮮醬油': '8g', '糖': '35g', '鹽': '4g', '白芝麻': '25g'}"
536,五行營養又色彩繽紛的炒酸高麗菜,中式,194.3333333,https://icook.tw/recipes/455582,"{'酸高麗菜': '1把', '甜椒': '2顆', '黑木耳絲': '2片', '豬肉絲': '4兩', '蒜頭': '2顆'}"
537,蒙古烤肉,中式,0,https://icook.tw/recipes/455488,"{'梅花火鍋肉片': '200克', '洋蔥': '半顆', '火鍋豆皮（切小片）': '1/3-1/2條', '青蒜苗': '半株', '九層塔': '1大把', '蒜頭': '3粒', '水': '適量', '沙茶醬': '3大匙', '醬油': '2大匙'}"
538,黑糖糕/馬來糕,中式,0,https://icook.tw/recipes/455435,"{'黑糖': '110克', '水': '400克', '酵母粉': '5克', '中筋麵粉': '250克', '木薯粉': '150克', '泡打粉\u202d': '3克', '食用油': '20克'}"
539,鹽酥蝦,中式,139.75,https://icook.tw/recipes/262302,"{'蝦子': '半斤', '蒜': '80克', '辣椒': '1根', '米酒': '15毫升', '香料共和國白胡椒粉': '15克', '鹽': '5克', '蔥': '5根', 'DOMO單紅柄零重力深炒平底鍋': '1個'}"
540,紅燒吳郭魚,中式,0,https://icook.tw/recipes/455523,"{'吳郭魚': '1尾', '辣椒(配色用,可加可不加/不敢': '3條', '紅椒/黃椒(配色用/擇一即可': '1/4顆', '蒜': '1把', '蔥': '1把', '薑': '1小段', '醬油(依個人喜好調整': '100cc', '醬油膏(依個人喜好調整': '2大匙', '日本味之素烹大師鰹魚粉(提鮮用': '些許 一點點就好', '米酒': '少許', '鹽巴': '少許', '太白粉': '1點點', '水': '50-100cc'}"
541,鹽烤松阪豬,中式,0,https://icook.tw/recipes/455544,"{'松阪豬': '300克', '鹽': '1小匙', '胡椒粉': '1/2小匙', '檸檬汁': '適量'}"
542,豆干丸子,中式,0,https://icook.tw/recipes/455555,"{'白色豆干': '1斤(600g)', '黑木耳': '1片(約50g)', '紅蘿蔔': '2/3根(約50g)', '綠香菜': '1株(約30g)', '香油': '3大匙', '胡椒粉': '1大匙', '雞粉': '1.5大匙', '綿白糖': '1大匙'}"
543,棉花糖蘇打餅,西式,975,https://icook.tw/recipes/455173,"{'棉花糖': '適量', '蘇打餅乾': '24片'}"
544,菠菜豆腐味噌湯,日式,0,https://icook.tw/recipes/456225,"{'家常豆腐': '1塊', '味增醬': '30克', '菠菜': '3棵', '鮮菇': '2朵'}"
545,菜脯煎蛋,中式,0,https://icook.tw/recipes/455674,"{'菜脯': '1小把', '雞蛋': '3~4顆', '青蔥': '1根', '醬油': '約1大匙', '米酒': '約2大匙', '白胡椒粉': '適量', '太白粉水': '約2大匙', '砂糖': '1/2茶匙', '沙拉油': '適量'}"
546,麻油雞飯,中式,0,https://icook.tw/recipes/455606,"{'土雞腿肉🍗': '1大隻', '老薑': '1塊', '乾香菇': '4朵', '長糯米': '1米杯', '水': '適量', '麻油': '適量', '米油': '適量', '鹽巴': '1小匙', '醬油': '1大匙'}"
547,皇帝豆排骨湯,中式,0,https://icook.tw/recipes/455657,"{'皇帝豆': '1包', '排骨': '1大支', '薑片': '4～5片', '內鍋水': '1500ml', '外鍋水': '2米杯', '香菜': '適量', '鹽': '1匙'}"
548,菜肉水煎包,中式,0,https://icook.tw/recipes/455182,"{'中筋麵粉': '1/2大匙', '溫水': '320克', '糖': '15克', '鹽': '1茶匙', '泡打粉': '2.5克', '酵母粉': '4克', '豬絞肉': '660克', '高麗菜': '480克', '蔥花': '15克', '薑末': '15克', '麻油': '3大匙', '醬油': '2大匙', '醬油膏': '1大匙', '米酒': '1大匙', '白胡椒粉': '適量', '水': '200克'}"
549,金沙中卷,中式,0,https://icook.tw/recipes/255645,"{'鹹蛋黃': '3顆', '透抽': '1隻', '米酒': '10毫升', '香料共和國白胡椒粉': '2克', '鹽': '2克', '蛋黃': '1顆', '中筋麵粉': '45克', '卡士達粉': '45克', '蒜頭': '2瓣', '蔥': '2支', '辣椒': '半根', 'TGM大馬士革鋼廚具刀': '1個', 'DOMO單紅柄零重力深炒平底鍋': '1個'}"
